"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"media";"conversacional_com_ajustes";"medio";"45";"150";"x_nasm_hr_case";"Dúvidas, dúvidas, reclamações ou sugestões";"Dúvidas, consultas, reclamações ou sugestões sobre licenças";"Tirar dúvida ou reclamar sobre licenças (América Hispânica)";"0";"";"4";"0";"cuántos días de licencia por paternidad tengo? | duda sobre mi licencia médica | licencia por matrimonio, cómo la pido? | quero reclamar que descontaram minha licença | consulta sobre licencia por estudio";"Mesmo padrão dos irmãos hispânicos: poucas perguntas próprias (motivo, tipo de licença, categoria, detalhe), sem bloqueadores, mas com scripts onLoad para esconder campos e validação de 40 caracteres. Uma policy referencia variável inexistente.";"18ac98eb3bb30250924d0247f4e45ac5"
"media";"conversacional_com_ajustes";"alto";"15";"144";"x_nasm_hr_case";"Reembolsos";"Solicitação de Reembolso Escolar";"Pedir reembolso escolar";"0";"";"3";"3";"Quero pedir o reembolso escolar do meu filho | Reembolso da matrícula da escola | Como envio o comprovante da mensalidade escolar? | bono escolar reembolso | reembolso de útiles/escolaridad";"Intenção clara, mas bloqueada por widget Custom (mrvs_monitor) e pela MRVS ""Dados dos seus filhos"", cujos scripts sem VA Supported calculam o teto por filho, contam dependentes via sessionStorage e leem o formulário pai. Mesma reestruturação proposta para creche: um pedido por filho, teto e soma calculados no servidor. Volume médio.";"cc899fa41b709a50514cbaef4b4bcbeb"
"media";"conversacional_com_ajustes";"medio";"45";"133";"x_nasm_hr_case";"Adesão, Alteração ou Cancelamento do Vale Transporte";"Acompanhamento de Beneficio (Cartão de Vale Transporte)";"Acompanhar entrega do cartão de vale-transporte ou benefício";"0";"";"17";"2";"meu cartão de vale transporte ainda não chegou | quero saber onde está meu cartão VT | onde retiro meu cartão de vale-transporte? | quero receber o cartão do benefício em casa | cadê meu cartão da Sodexo?";"A intenção é única: saber da entrega do cartão de benefício ou pedir que ele seja entregue em algum lugar. Mas o item passa de 20 perguntas, porque o endereço sai quebrado em 8 campos, e a descrição é só '.'. A 2ª via não gera chamado, é só um aviso para ligar para a Sodexo, então deve virar orientação na descrição/KB. Os dados do colaborador já são default e read-only.";"0c6f995a1b679150a530426fe54bcba6"
"media";"conversacional_com_ajustes";"medio";"40";"132";"x_nasm_hr_case";"Outros";"Liberação de acesso de terceiros como solicitante na Plataforma de Atendimento Natura &Co";"Liberar acesso de terceiro à Plataforma de Atendimento";"0";"";"4";"2";"Preciso liberar um terceiro para abrir chamado no portal | Meu consultor não consegue abrir solicitação, como libero? | Dar acesso de solicitante para prestador da minha equipe | liberar terceiro na plataforma de atendimento | terceiro sem acesso ao portal de RH";"Intenção única e clara (gestor libera um terceiro da equipe para abrir chamados), mas são 25 perguntas por causa do set ""EY VS - Empresas Natura"" e de campos do terceiro que um client script já preenche a partir do usuário selecionado. Trocando o script por auto-populate, a conversa fica com 4-5 perguntas.";"9fdb37831b796d10a530426fe54bcb1a"
"media";"conversacional_com_ajustes";"baixo";"55";"131";"x_nasm_hr_case";"Dados Pessoais";"Dúvidas, consultas, reclamações ou sugestões sobre Dados Pessoais";"Tirar dúvida ou registrar reclamação sobre dados pessoais (América Hispânica)";"0";"";"3";"0";"tengo una duda sobre mis datos personales | quero reclamar que meu endereço está errado no sistema | consulta sobre mis datos registrados en RRHH | sugestão sobre o cadastro de dependentes | no sé cómo ver mis datos personales en Workday";"Item simples do catálogo hispânico (motivo, categoria e detalhe), sem bloqueadores. Precisa de nome e descrição que o separem do pedido de modificação de dados pessoais e do genérico brasileiro, conversational labels e troca da validação de 40 caracteres por regex.";"4a564f8b3bfb0e10924d0247f4e45a5e"
"media";"dividir";"alto";"15";"130";"x_nasm_hr_case";"Seguro Complementar";"Seguro complementar (saúde, vida e odontológico)";"Seguro complementar de saúde, vida e odontológico (Chile)";"3";"Aderir ao seguro complementar ou incluir dependentes (Chile) | Trocar o plano do seguro complementar (Chile) | Excluir dependente do seguro complementar (Chile)";"0";"4";"quero aderir ao seguro complementar | incluir meu filho no seguro de saúde | trocar o plano do seguro complementar | tirar um dependente do seguro";"O select type_of_request mistura quatro intenções (adesão inicial, inclusão de dependentes, exclusão de dependentes e troca de plano) que mudam todo o formulário por UI policy. Adesão e inclusão dependem do multi-row de dependentes, do widget mrvs_monitor e de formulário anexo, e devem continuar como formulário; troca de plano e exclusão de dependentes são pedidos simples que podem conversar.";"1d7ecc1c1be41a90514cbaef4b4bcba7"
"media";"dividir";"medio";"35";"125";"x_nasm_hr_case";"Berçários";"Solicitação ou Desistência de Vaga no Berçário";"Berçário: solicitar ou desistir de vaga";"2";"Solicitar vaga no berçário | Desistir da vaga no berçário";"0";"3";"quero vaga no berçário | desistir da vaga do berçário";"O select v_request_type separa duas intenções opostas (pedir vaga e desistir da vaga) com perguntas praticamente disjuntas e até variáveis duplicadas (v_name_of_the_person_in_charge vs _waiver, v_child_s_name vs v_childs_name_waiver). Dividir deixa cada item curto e com nome que casa com o pedido. Há validações de data em UI policy sem ação e client script com bug de setDisplay('false').";"73bfff2d1b37d154d1abda4ce54bcb1d"
"media";"conversacional_com_ajustes";"medio";"45";"125";"x_nasm_hr_case";"Desligamento";"Solicitar Rescisão Complementar";"Solicitar rescisão complementar para ex-colaborador";"0";"";"5";"1";"preciso pagar uma diferença na rescisão de um ex-funcionário | rescisão complementar | faltou pagar uma verba na rescisão | pagar PLR para quem já saiu da empresa";"Sem bloqueadores no item, mas o ex-colaborador e o valor ficam no set '(+) Adicionar um ex-colaborador' (provavelmente multi-row), que não conversa bem. O item tem poucas perguntas (tipo de verba, descrição se Outros, justificativa); resolvendo o ex-colaborador e o valor como perguntas simples, fica conversável.";"44b5349e1b13b010a530426fe54bcbf7"
"media";"manter_formulario";"baixo";"5";"116";"x_nasm_hr_case";"Licença Maternidade";"Solicitações de licença maternidade";"Solicitar licença maternidade";"0";"";"0";"3";"estou grávida, como informo? | quero pedir licença maternidade | licença por adoção | solicitar soft landing na volta da licença | necesito la licencia por maternidad";"Formulário muito grande (62 perguntas, 74 variáveis) com regras por país (ARG, CHL, COL, ECU, PER, URY), empresa (Natura/Avon) e público, cerca de 19 anexos condicionais, cálculo de dias por script e dois scripts sem VA Supported. Converter exigiria reescrever o item. Manter como formulário com nome e descrição claros; a divisão por país pode ser um projeto futuro.";"42785fd61bac9a10514cbaef4b4bcbf3"
"media";"conversacional_com_ajustes";"medio";"40";"111";"x_nasm_hr_case";"Acessos a Sistemas de RH";"Solicitação de acesso aos sistemas de RH";"Solicitar acesso a sistema de RH";"0";"";"2";"2";"preciso de acesso ao sistema de RH | quero liberar acesso ao Workday para um colaborador novo | não tenho perfil no sistema de recursos humanos | necesito acceso a los sistemas de RRHH | como peço acesso ao sistema de RH para minha equipe?";"O item é simples: uma escolha do sistema/opção e uma descrição com no mínimo 40 caracteres. Está bloqueado por um client script onChange de 4,4 KB sem VA Supported, que filtra e esconde as opções de v_choose_the_option. O resto das validações pode virar Validation Regex, e a descrição do item é genérica e repete a short description.";"8dc994c41b1cda10514cbaef4b4bcb44"
"media";"conversacional_com_ajustes";"baixo";"25";"103";"x_nasm_hr_case";"Declarações e Documentos";"Informações ou dúvidas relacionadas à Declarações";"Tirar dúvida sobre declarações e documentos do RH";"0";"";"1";"2";"tenho uma dúvida sobre declaração | quanto tempo demora para sair minha declaração? | a declaração que recebi está errada | que tipo de declaração o RH emite? | dúvida sobre documento do RH";"Genérico de uma pergunta, bloqueado só pelos widgets de busca Custom. Removendo-os e as policies órfãs, fica pronto para conversa. Precisa de descrição que o separe dos itens que emitem declarações.";"e58c5dad1b5c2150a530426fe54bcb64"
"media";"conversacional_com_ajustes";"medio";"50";"96";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Pagamento de Acúmulo de Função";"Solicitar pagamento de acúmulo de função";"0";"";"7";"0";"meu analista está acumulando a função do coordenador | pagamento de acúmulo de função | colaborador cobriu duas funções no último mês | quero pedir acúmulo de função para minha equipe toda | acúmulo de cargo retroativo";"Sem bloqueadores e com poucas perguntas reais no caminho individual (colaborador, cargo acumulado, datas, motivo). Vários campos são só leitura e preenchidos por script (ID, empresa, localidade, salário, data atual) e devem ser derivados. O caminho em massa é apenas template + anexo e cabe como segunda opção.";"4c6ef8fd1b982550d1abda4ce54bcb36"
"media";"conversacional_com_ajustes";"baixo";"65";"89";"x_nasm_hr_case";"Licenças e Ausências";"Documentos para procedimentos junto ao INSS";"Enviar ou solicitar documentos de afastamento pelo INSS";"0";"";"6";"0";"preciso enviar o resultado da perícia do INSS | quero mandar meu comunicado de benefício do INSS | preciso de documento da empresa para dar entrada no INSS | afastamento pelo INSS, onde envio os papéis? | pedir formulário para o INSS";"Poucas perguntas, sem bloqueadores. São só duas opções (enviar documento ou solicitar documento), então basta ajustar em vez de dividir. Precisa de descrição (hoje '.'), conversational labels, correção de uma policy que aponta para variável inexistente e de um anexo para quem envia documento.";"a5aff3f81beb5558d1abda4ce54bcbad"
"media";"dividir";"alto";"20";"87";"x_nasm_hr_case";"Minha Família";"Solicitação de Licença Paternidade";"Registrar licença-paternidade";"2";"Registrar licença-paternidade | Incluir novo dependente nos benefícios";"0";"3";"Meu filho nasceu, quero registrar a licença-paternidade | Preciso tirar licença paternidade a partir de segunda | Vou adotar uma criança e quero a licença | Como peço os 20 dias de licença paternidade? | licença pai nascimento bebê";"O item mistura duas intenções: registrar a licença-paternidade (natural ou por adoção) e incluir o novo dependente em Imposto de Renda, plano de saúde e odontológico, com dados bancários para reembolso. São 23 perguntas (acima do limite de 20, abre janela) e há bloqueadores no set ""Eligibilities Informative"" (variável Custom com widget e variável HTML). Separar deixa o registro da licença com 3-4 perguntas e a inclusão de dependente como pedido próprio, que também serve para quem não está em licença.";"3acbf15d1bd3f010d1abda4ce54bcbdc"
"media";"conversacional_com_ajustes";"baixo";"60";"77";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Solicitação de Acordo do Saldo Devedor";"Negociar saldo devedor após afastamento";"0";"";"2";"0";"fiquei com saldo devedor depois do afastamento | quero parcelar minha dívida com a empresa | como faço acordo do saldo negativo? | voltei do INSS e estou devendo na folha";"Apenas uma pergunta obrigatória (forma de quitação) mais observação opcional, com o colaborador já pré-preenchido. Falta descrição de negócio, label claro e tratar o onSubmit que bloqueia certas opções.";"057cb47a1b6fb010d1abda4ce54bcb2d"
"media";"conversacional_com_ajustes";"medio";"35";"67";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Solicitação Salário Substituição / Exercício Temporário";"Solicitar salário substituição";"0";"";"7";"1";"meu analista vai cobrir as férias da coordenadora | salário substituição | colaborador assumiu o cargo do gestor durante a licença | exercício temporário de cargo | pedido de substituição em massa";"Bloqueado pelo onSubmit EY: Attach mandatory, que inspeciona o DOM para exigir anexo no pedido em massa. Retirando isso e derivando os campos preenchidos por script (ID, cargo, banda, salários, data de retorno), sobram ~6 perguntas claras no caminho individual.";"23c6b2b51b886198d1abda4ce54bcb70"
"media";"manter_formulario";"alto";"15";"28";"x_nasm_ptp_case";"HUB de Pagamentos";"Criação de Pedido de Compra ou Folha de Serviço";"Solicitar pedido de compra no Coupa ou folha de serviço";"0";"";"0";"4";"preciso abrir um pedido de compra no Coupa | quero criar uma PO para um fornecedor novo | como faço pedido Linx para a loja | preciso gerar a folha de serviço do pedido 4500001234 | abrir requisição de compra com contrato master | regularizar um pedido de compra que já foi feito";"Item novo (28 casos, todos nos últimos 90 dias) com 90 perguntas, 97 variáveis, 57 UI policies encadeadas por área/tipo de solicitação/tipo de compra/tipo de contrato e cerca de 40 client scripts de limpeza, autofill de contrato master, validação de códigos (MAT, CONC, RAT) e datas. Tem 11 anexos condicionais, 10 checkboxes de risco jurídico e reference qualifiers scriptados (PTPUtils). Parece ser o sucessor Coupa do item db9c46e7 (rank 6); a conversa ficaria longa e frágil, então o melhor agora é manter como formulário, bem descrito, e aplicar a divisão proposta para o db9c46e7 quando este substituir o legado.";"bff27500330dcb9098331c07ee5c7b60"
"media";"dividir";"medio";"25";"22";"x_nasm_hr_case";"Frota";"CARTÃO COMBUSTÍVEL -  2º VIA, DESBLOQUEIO E ALTERAÇÃO DE LIMITE";"Cartão combustível";"3";"Solicitar segunda via do cartão combustível | Desbloquear cartão combustível | Alterar limite do cartão combustível";"0";"3";"problema com cartão combustível | cartão de combustível";"O próprio nome já junta três intenções (segunda via, desbloqueio, alteração de limite) escolhidas em question_request_type, cada uma com um bloco de perguntas diferente. Tem 25 perguntas (acima de 20) e um script de CEP sem VA Supported. O volume ainda é baixo, mas cresce rápido (20 dos 22 nos últimos 90 dias), o que justifica itens enxutos.";"2bd570a487788310ec360e530cbb35c8"
"baixa";"manter_formulario";"baixo";"15";"274";"x_nasm_hr_case";"Atendimento CSC";"Registro de Atendimento (CSC Partner/Balcão)";"Registrar atendimento do CSC (Partner ou balcão)";"0";"";"0";"2";"registrar atendimento do balcão | lançar atendimento CSC Partner | registro de atendimento presencial do CSC | abrir registro de atendimento";"Formulário interno usado pelos atendentes do CSC Partner e do balcão para registrar atendimentos, não um pedido do colaborador. Tem 41 perguntas, 16 reference qualifiers dinâmicos em cascata (macro torre > torre > gestor, categoria > subcategoria) e grupos de checkboxes. Converter traria pouco ganho e alto risco; deve abrir como formulário.";"28bf7cb5879847d0ec360e530cbb35db"
"baixa";"manter_formulario";"baixo";"15";"159";"x_nasm_tax_case";"Fiscal";"Impostos e Tributos de Serviços";"Tirar dúvida ou pedir comprovante de impostos retidos sobre serviços";"0";"";"0";"1";"Por que retiveram ISS na minha nota? | preciso do comprovante de retenção de IR | dúvida sobre imposto retido na NFS-e | enviar carta de cancelamento de nota de serviço | retenção de INSS na nota de serviço";"Item público para fornecedores externos e internos, com 29 variáveis duplicadas por perfil (logado/guest), 18 client scripts (vários sem ser ""All"" UI type, com GlideAjax) e 10 UI policies. Tem 3 widgets de anexo público. Volume modesto (159 em 12 meses). A conversão exigiria refazer o item, então fica como formulário com nome e descrição melhores.";"c39b8a401bcd7910a530426fe54bcb12"
"baixa";"conversacional_com_ajustes";"medio";"45";"149";"x_nasm_rtr_case";"Ativo Fixo";"Ativação de Projeto em Curso (Alta)";"Solicitar ativação de projeto em curso (início da depreciação)";"0";"";"2";"2";"o projeto terminou, preciso ativar o ativo | transferir imobilizado em curso para classe definitiva | iniciar depreciação de obra concluída | ativar projeto em andamento | capitalizar projeto em curso";"Volume baixo (149 em 12 meses). Sem bloqueador, mas o item depende de template que muda por sub-empresa (client script + UI policy com seis sys_ids fixos) e de uma variável Attachment. Com os templates num artigo de KB e anexo no fim da conversa, sobram 2 perguntas próprias.";"b57dc2c41ba12590a530426fe54bcbf3"
"baixa";"manter_formulario";"baixo";"35";"140";"x_nasm_ptp_case";"Pagamentos";"Solicitação de Pagamento Via SPR";"Solicitar pagamento via SPR (formulário Global SPR)";"0";"";"0";"2";"preciso abrir uma SPR | pagamento de processo judicial via SPR | enviar formulário global SPR | pagar taxa com SPR | solicitação de pagamento especial SPR";"Volume baixo (140 em 12 meses). O processo depende de baixar um template (Global SPR), preenchê-lo e anexar dois arquivos obrigatórios em variáveis Attachment separadas, além de cinco client scripts. Converter dá pouco ganho; vale deixar como formulário e garantir que o VA o encontre e abra o link.";"7fd2d33987beb214ec360e530cbb35cf"
"baixa";"dividir";"medio";"35";"132";"x_nasm_hr_case";"Serviços de Ações de Aprendizagem";"Treinamentos Normativos";"Treinamentos normativos (NR)";"3";"Mapear treinamento normativo (NR) para colaborador | Desmapear treinamento normativo (NR) de colaborador | Solicitar relatório ou certificado de treinamento normativo (NR)";"0";"3";"preciso mapear o treinamento de NR-35 para meu time | tirar a NR-10 de um colaborador | quero o relatório dos treinamentos normativos | preciso do certificado da NR";"O select what_is_the_request mistura três intenções: mapear treinamento normativo para colaboradores, desmapear, e pedir relatório/certificado. Cada uma usa perguntas e sets diferentes, com dois modos de mapeamento (um para muitos e muitos para muitos). As instruções estão em Rich Text Labels, que não chegam ao LLM, e há List Collector e referências com qualificador. Separar deixa cada pedido curto e com nome reconhecível.";"0d5a7420874f3a10017d65790cbb354e"
"baixa";"conversacional_com_ajustes";"baixo";"55";"125";"x_nasm_rtr_case";"Estoques e Custos";"Informações Bloco K";"Solicitar relatório ou consulta sobre Bloco K";"0";"";"4";"1";"preciso do relatório do bloco K de março | dúvida sobre o bloco K do SPED | consultar informação do bloco K | extrair bloco K do período | relatório de produção e estoque do SPED fiscal";"Volume baixo (125 em 12 meses). Sem bloqueador e com 4 perguntas próprias. Precisa explicar ""Bloco K"" na descrição e trocar a variável Attachment; o anexo obrigatório não faz sentido quando o pedido é só um relatório.";"bfaed8a41bad21d0a530426fe54bcb11"
"baixa";"manter_formulario";"baixo";"15";"119";"x_nasm_hr_case";"Plano de Saúde / Cobertura Médica / EPS";"Solicitação de Plano de Saúde, Cobertura Médica, Previdência Social, EPS";"Plano de saúde, cobertura médica ou EPS: adesão, dependentes, alteração ou cancelamento";"0";"";"0";"2";"Quero aderir ao plano de saúde | Preciso incluir meu filho na EPS | Como cancelo minha cobertura médica? | mudar de plano de saúde | alta de dependiente en la prepaga | preciso do certificado do plano de saúde";"O item combina categoria (plano de saúde, cobertura médica, EPS) com 5 tipos de pedido e 12 legendas por país, marca, faixa e público, controladas por variáveis hidden preenchidas via GlideAjax. Tem variável Custom com widget de MRVS, 2 client scripts sem VA Supported (um deles usa sessionStorage) e 33 perguntas. O volume (119/ano) não justifica o redesenho; manter como formulário com nome e descrição melhores.";"500a15313bacd610924d0247f4e45ad6"
"baixa";"conversacional_com_ajustes";"baixo";"60";"119";"x_nasm_ptp_case";"Pagamentos";"Envio de Informações para Contas a Pagar";"Enviar informação ou documento ao Contas a Pagar";"0";"";"2";"0";"preciso mandar um documento para o contas a pagar | o contas a pagar pediu uma informação, onde envio? | enviar relatório para o time de pagamentos | responder pendência do contas a pagar | mandar arquivo para o CAP";"Volume baixo (119 em 12 meses) e só 2 perguntas próprias, sem bloqueador. O problema é de descoberta: nome e descrição genéricos competem com todos os itens de pagamento. Precisa de descrição que diga quando usar e juntar as duas perguntas de texto.";"cd7437fd1b592510d1abda4ce54bcb89"
"baixa";"dividir";"medio";"45";"117";"x_nasm_hr_case";"Serviços de Ações de Aprendizagem";"Solicitações Workday Learning";"Solicitações de cursos no Workday Learning";"2";"Cadastrar curso no Workday Learning | Tirar dúvida sobre o Workday Learning";"0";"2";"preciso cadastrar um curso no Workday Learning | quero subir um treinamento novo na plataforma de aprendizagem | como faço inscrição em massa num curso do Workday? | tenho uma dúvida sobre o Workday Learning | quero criar uma campanha para um curso";"O item junta duas intenções bem diferentes no select what_is_the_request: cadastrar um curso/conteúdo no Workday Learning (cerca de 13 perguntas, 2 anexos e lógica de inscrição em massa ou campanha) e tirar dúvidas (só uma pergunta aberta). Não há bloqueador duro, mas todos os labels estão em inglês ou genéricos, e o client script de limpeza só existe por causa do select de tipo. Separar dá um item de cadastro com nome que casa com o pedido e um item de dúvidas bem leve.";"6a574af087cff250ec360e530cbb356c"
"baixa";"conversacional";"baixo";"80";"106";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Solicitações Diversas sobre Encargos (Jurídico)";"Solicitar informações de encargos para processos trabalhistas";"0";"";"1";"0";"preciso dos encargos para um processo trabalhista | jurídico precisa de cálculo de encargos | guia de recolhimento de processo judicial | informação de folha para ação trabalhista";"Uma única pergunta de texto livre, sem scripts nem bloqueadores. Só precisa de nome, descrição de negócio que explique o que são 'encargos (jurídico)' e um conversational label.";"139bc59d1b44a558d1abda4ce54bcbef"
"baixa";"conversacional_com_ajustes";"baixo";"50";"89";"x_nasm_hr_case";"Dúvidas, dúvidas, reclamações ou sugestões";"Dúvidas, questões, reclamações ou sugestões relativas a admissões, movimentos, promoções ou saídas";"Tirar dúvida sobre admissão, transferência, promoção ou saída (América Hispânica)";"0";"";"4";"0";"duda sobre la promoción de un colaborador de mi equipo | consulta sobre un traslado de área | quando sai a alteração do cargo? | tengo una consulta sobre el ingreso de una persona nueva | reclamo sobre mi egreso";"Item simples (motivo, categoria, detalhe) sem bloqueadores. Aqui v_employee é sempre obrigatório e 'para quem é' fica oculto, então o colaborador é escolhido direto (uso típico de gestor). Ajustes de texto e troca da validação por regex bastam.";"b774fd621b3b8610514cbaef4b4bcbea"
"baixa";"conversacional_com_ajustes";"baixo";"65";"84";"x_nasm_hr_case";"Aprendizagem, Desenvolvimento e Desempenho";"Programa Florescer";"Programa Jovem Aprendiz (Florescer): dúvidas e troca de gestor";"0";"";"4";"1";"dúvida sobre o programa jovem aprendiz | preciso trocar o tutor do aprendiz | quando é o próximo treinamento do Florescer? | mudou o gestor do jovem aprendiz da minha área | informações sobre o programa de aprendizes";"É um item enxuto: tipo de pedido, descrição e, na troca de gestor/tutor, o gestor e a data. Não tem bloqueador. O problema principal é o nome: 'Florescer' é um nome interno que o usuário não vai escrever, e a descrição é '.'. O client script que preenche ID e e-mail do gestor pode virar auto-populate.";"9f456ded1b3c2d14a530426fe54bcbc1"
"baixa";"conversacional_com_ajustes";"baixo";"45";"84";"x_nasm_rtr_case";"Ativo Fixo";"Reclassificação de Impostos";"Solicitar reclassificação contábil de impostos";"0";"";"2";"2";"reclassificar imposto lançado errado | o ICMS foi para a conta errada | preciso corrigir a conta de um imposto | reclasificación fiscal | reclassificação de impostos no razão";"Volume baixo (84 em 12 meses). Sem bloqueador; mesmo padrão dos itens de ativo fixo: template que muda por sub-empresa via script e uma variável Attachment. Com templates em KB e anexo no fim, sobram 2 perguntas.";"7eaf0bd61be92990d1abda4ce54bcb77"
"baixa";"conversacional";"baixo";"70";"83";"x_nasm_finance_case";"RPE";"Dúvidas no processo de RPE";"Tirar dúvida sobre RPE (solicitação de produtos acabados do estoque)";"0";"";"2";"1";"tenho dúvida sobre RPE | como funciona a solicitação de produtos do estoque? | meu RPE ainda não foi aprovado | onde acompanho meu pedido de RPE? | não achei o centro de custo no RPE";"Item de dúvida com só duas perguntas próprias (tipo de dúvida e descrição), sem bloqueador. Falta apenas explicar a sigla RPE na descrição, cadastrar conversational labels e remover o script de limpeza.";"2d4edf611b042d58a530426fe54bcb87"
"baixa";"conversacional_com_ajustes";"baixo";"45";"83";"x_nasm_ptp_case";"Pagamentos";"Criação de Nota de Débito";"Solicitar nota de débito para fornecedor";"0";"";"8";"0";"preciso emitir uma nota de débito para o fornecedor | cobrar multa do fornecedor com nota de débito | descontar diferença de preço do fornecedor | criar ND para fornecedor | nota de débito por devolução de mercadoria";"Volume baixo (83 em 12 meses). Sem bloqueador, mas 25 perguntas (acima do limite) e labels confusos (""Reason for Credit"" num item de débito, ""Account Account""). Ajustes de label e o enxugamento do set resolvem.";"7b483bfd1b912510a530426fe54bcb12"
"baixa";"manter_formulario";"baixo";"15";"81";"x_nasm_finance_case";"Suporte à força de vendas";"Solicitar aprovações para prêmios e comissões";"Solicitar aprovação de valores de prêmios e comissões";"0";"";"0";"2";"preciso aprovar os valores de comissão da carga | aprovação de premiação antes do pagamento | quero enviar as cargas de prêmio para aprovação | aprovar pagamento de comissão das líderes do ciclo";"São 55 perguntas porque o formulário repete 5 vezes o mesmo bloco de ""carga"" (ciclo, data de processamento, líderes/colaboradores, planilha, data de disponibilidade e resumo tipo/valor em 10 variable sets). É uma grade disfarçada, com 5 anexos obrigatórios e 10 UI policies combinatórias, usada por células internas do OTC com volume baixo. Na conversa isso vira um interrogatório; manter como formulário aberto por link.";"3e7cb3041bf821d0a530426fe54bcb90"
"baixa";"conversacional_com_ajustes";"medio";"45";"80";"x_nasm_finance_case";"Cartão Corporativo";"Solicitação de alteração de limite do Cartão Corporativo";"Alterar limite do cartão corporativo";"0";"";"11";"3";"preciso aumentar o limite do meu cartão corporativo | quero alterar o limite do cartão da empresa só durante a viagem | aumentar limite cartão corp da minha equipe | meu limite do cartão corporativo não é suficiente | reduzir limite do cartão corporativo";"Intenção única e clara, mas com três anexos condicionais, país preenchido por GlideAjax e vários scripts de limpeza. Sem bloqueador real: com labels em pt-BR, país derivado e validação por regex, a conversa fica com cerca de 8 perguntas. Volume baixo, por isso prioridade baixa.";"0aa214221bf06d10d1abda4ce54bcb82"
"baixa";"conversacional_com_ajustes";"medio";"50";"78";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Tratamento e Regularização das Contas de FGTS";"Corrigir dados ou unificar contas do FGTS";"0";"";"6";"2";"meu nome está errado no FGTS | tenho duas contas de FGTS na mesma empresa | corrigir PIS no FGTS | unificar contas do FGTS | data de nascimento errada na Caixa";"Três opções em v_what_is_your_request (correção de dados, unificação de contas, extrato). O extrato é autoatendimento no site da Caixa e não deveria abrir chamado; os cinco checkboxes de dados a corrigir devem virar uma única pergunta de múltipla escolha. Com isso o item fica curto.";"b81351591b08a558d1abda4ce54bcbdd"
"baixa";"conversacional_com_ajustes";"medio";"45";"78";"x_nasm_hr_case";"Transporte para chegar ao trabalho";"Serviço de transporte para ir ao trabalho";"Solicitar transporte para o trabalho";"0";"";"3";"1";"preciso de Cabify para ir ao trabalho | quero usar o traslado da empresa | como peço transporte para chegar na fábrica? | necesito transporte para ir a trabajar";"Intenção única e poucas perguntas próprias (categoria, detalhe e declaração), mas a lista de categorias é montada por um client script de 3,8 KB com ui_type mobile/portal, que remove e recoloca opções conforme o perfil. Na conversa isso é frágil. A declaração é um checkbox solto e o FAQ está em Rich Text. Com as opções controladas sem script e a declaração como Yes/No, vira uma conversa curta.";"247c37d53be81610924d0247f4e45af9"
"baixa";"conversacional_com_ajustes";"baixo";"35";"77";"x_nasm_hr_case";"Serviços Externos";"Sindicato";"Solicitações de sindicatos";"0";"";"9";"3";"sou do sindicato e quero consultar o repasse da contribuição | o pagamento da mensalidade sindical não caiu | preciso enviar a convenção coletiva para o RH | solicitação sindical";"Item simples (contato, categoria, subcategoria, descrição e anexo) e só está bloqueado pelos três widgets Custom. Tirando esses widgets, trocando o anexo por Attachment OOB e escrevendo labels em pt-BR, fica um fluxo de 7 a 8 perguntas bem adequado à conversa.";"65fcbbf71b6961d0d1abda4ce54bcbb1"
"baixa";"conversacional_com_ajustes";"baixo";"60";"75";"x_nasm_rtr_case";"Envio de arquivos para o fechamento contábil";"Envio De Informações de Fechamento Contábil";"Enviar arquivo para o fechamento contábil";"0";"";"1";"1";"enviar arquivo do fechamento contábil | mandar o relatório do fechamento do mês | a contabilidade pediu a planilha de fechamento | entregar informação para o fechamento | onde envio o arquivo do fechamento?";"Volume baixo (75 em 12 meses). Sem bloqueador e só uma pergunta própria mais anexo. Basta trocar a variável Attachment por anexo obrigatório no fim da conversa e melhorar a descrição.";"5061c7c41b21a590a530426fe54bcb8a"
"baixa";"conversacional_com_ajustes";"baixo";"50";"69";"x_nasm_ptp_case";"HUB de Pagamentos";"Portal de Pagamento de Frete do Brasil";"Verificar documentos de frete pendentes de faturamento";"0";"";"7";"1";"tenho CT-e de frete que ainda não foi pago | sou transportadora e quero verificar notas de frete pendentes | frete emitido em 2024 ainda não faturado | preciso conferir documentos de frete em aberto | valor de frete pendente com a Natura";"Poucas perguntas (11) e nenhum bloqueador, mas o nome não diz o que o usuário quer (é verificação de documentos de frete não faturados), há um rótulo de aviso que não chega ao LLM, um anexo obrigatório e dados do solicitante que podem ser derivados. Público inclui transportadoras (Public), então a descrição precisa ser autoexplicativa.";"d290b9ee87bab610ec360e530cbb358f"
